Orbit N0.,Solar Longitude,Solar Latitude,Spacecraft Longitude,Spacecraft Latitude,Altitude,Solar Distance,Martian Year,Ls
11132,247.39,5.42,178.97,-71.9,155.25,223800809.4,35,166.81
11133,194.7,5.38,125.62,-71.95,156.17,223771530.8,35,166.97
11134,142,5.35,72.19,-72.06,155.92,223742254.4,35,167.14
11135,89.31,5.32,18.96,-72.15,155.03,223712987.9,35,167.14
11136,36.63,5.28,325.52,-72.23,156.02,223683728.3,35,167.24
11137,343.93,5.25,272.14,-72.31,156.5,223654465.8,35,167.24
11138,291.24,5.22,218.74,-72.41,155.28,223625212.2,35,167.35
11139,238.56,5.18,165.45,-72.49,155.52,223595968.4,35,167.51
11140,185.86,5.15,112.03,-72.54,156.17,223566723,35,167.51
11141,133.17,5.12,58.6,-72.65,155.75,223537481.9,35,167.68
11142,80.49,5.08,5.34,-72.72,154.94,223508251.6,35,167.68
11143,27.8,5.05,311.87,-72.79,156.17,223479025.9,35,167.79
11144,335.11,5.01,258.46,-72.87,156.25,223449799.1,35,167.89
11145,282.43,4.98,205.05,-72.96,155.02,223420583.5,35,167.89
11146,229.75,4.95,151.76,-73.02,155.75,223391375.7,35,168.06
11147,177.06,4.91,98.27,-73.08,156.09,223362167.1,35,168.06
11148,124.37,4.88,44.86,-73.18,155.54,223332964.9,35,168.22
11149,71.7,4.85,351.53,-73.23,154.99,223303774.2,35,168.33
11150,19.01,4.81,298.05,-73.29,156.29,223274585.1,35,168.33
11151,326.32,4.78,244.61,-73.37,155.95,223245397.7,35,168.44
11152,273.65,4.74,191.2,-73.45,154.93,223216222.9,35,168.44
11153,220.97,4.71,137.89,-73.49,155.99,223187053.2,35,168.6
11154,168.28,4.68,84.35,-73.55,156.09,223157884.1,35,168.76
11155,115.6,4.64,30.97,-73.63,155.43,223128723.2,35,168.76
11156,62.93,4.61,337.57,-73.68,155.35,223099574,35,168.87
11157,10.25,4.57,284.08,-73.73,156.5,223070424.3,35,168.87
11158,317.56,4.54,230.61,-73.79,155.77,223041279.1,35,168.98
11159,264.89,4.51,177.19,-73.87,155.05,223012147.2,35,169.15
11160,212.22,4.47,123.83,-73.89,156.18,222983017.9,35,169.15
11161,159.53,4.44,70.26,-73.94,156.13,222953890.7,35,169.31
11162,106.85,4.4,16.91,-74.02,155.31,222924773.3,35,169.31
11163,54.19,4.37,323.43,-74.05,155.81,222895666.8,35,169.42
11164,1.5,4.34,269.93,-74.09,156.68,222866558.8,35,169.53
11165,308.82,4.3,216.43,-74.15,155.66,222837458.3,35,169.53
11166,256.15,4.27,163.01,-74.21,155.33,222808371.1,35,169.69
11167,203.48,4.23,109.58,-74.22,156.28,222779285,35,169.85
11168,150.79,4.2,56,-74.27,156.1,222750202.8,35,169.85
11169,98.12,4.17,2.66,-74.33,155.19,222721132.1,35,169.96
11170,45.45,4.13,309.12,-74.35,156.13,222692071,35,169.96
11171,352.77,4.1,255.61,-74.38,156.66,222663009,35,170.07
11172,300.1,4.06,202.09,-74.43,155.45,222633957.4,35,170.24
11173,247.43,4.03,148.68,-74.48,155.61,222604918.2,35,170.24
11174,194.76,4,95.19,-74.47,156.31,222575879.6,35,170.4
11175,142.08,3.96,41.62,-74.53,155.96,222546847.1,35,170.4
11176,89.41,3.93,348.28,-74.56,155.08,222517827.2,35,170.51
11177,36.75,3.89,294.7,-74.57,156.3,222488814.7,35,170.62
11178,344.07,3.86,241.19,-74.6,156.42,222459803,35,170.62
11179,291.4,3.82,187.66,-74.64,155.17,222430803.9,35,170.78
11180,238.74,3.79,134.27,-74.66,155.82,222401815.4,35,170.78
11181,186.07,3.76,80.72,-74.65,156.24,222372828,35,170.95
11182,133.4,3.72,27.19,-74.7,155.74,222343848.6,35,171.06
11183,80.74,3.69,333.8,-74.71,155.08,222314882.7,35,171.06
11184,28.07,3.65,280.23,-74.71,156.38,222285921.4,35,171.17
11185,335.4,3.62,226.71,-74.73,156.1,222256963.2,35,171.17
11186,282.74,3.58,173.19,-74.76,155.02,222228019.5,35,171.33
11187,230.08,3.55,119.82,-74.76,156.01,222199083.8,35,171.5
11188,177.41,3.51,66.23,-74.75,156.2,222170150.4,35,171.5
11189,124.75,3.48,12.74,-74.79,155.58,222141226.8,35,171.61
11190,72.09,3.45,319.31,-74.78,155.36,222112317.2,35,171.61
11191,19.43,3.41,265.75,-74.77,156.54,222083409.6,35,171.72
11192,326.76,3.38,212.22,-74.78,155.86,222054507.8,35,171.88
11193,274.1,3.34,158.71,-74.79,155.08,222025621.4,35,171.88
11194,221.44,3.31,105.34,-74.77,156.19,221996740.2,35,172.05
11195,168.77,3.27,51.73,-74.76,156.21,221967862.8,35,172.05
11196,116.11,3.24,358.3,-74.78,155.43,221938996.7,35,172.16
11197,63.46,3.2,304.81,-74.75,155.8,221910144,35,172.27
11198,10.79,3.17,251.26,-74.74,156.73,221881292,35,172.27
11199,318.12,3.14,197.73,-74.73,155.74,221852448.7,35,172.43
11200,265.47,3.1,144.25,-74.74,155.33,221823620.8,35,172.43
11201,212.81,3.07,90.85,-74.69,156.3,221794796.5,35,172.6
11202,160.14,3.03,37.24,-74.68,156.2,221765977.8,35,172.71
11203,107.48,3,343.86,-74.69,155.28,221737171.9,35,172.71
11204,54.82,2.96,290.33,-74.65,156.15,221708378.2,35,172.82
11205,2.15,2.93,236.8,-74.62,156.74,221679585.4,35,172.82
11206,309.49,2.89,183.27,-74.61,155.55,221650804.2,35,172.98
11207,256.84,2.86,129.84,-74.59,155.61,221622037.6,35,173.15
11208,204.17,2.82,76.4,-74.54,156.37,221593274,35,173.15
11209,151.51,2.79,22.81,-74.52,156.1,221564517.7,35,173.26
11210,98.85,2.75,329.47,-74.51,155.16,221535775.7,35,173.26
11211,46.2,2.72,275.93,-74.46,156.34,221507044,35,173.37
11212,353.53,2.68,222.43,-74.42,156.53,221478314.6,35,173.54
11213,300.87,2.65,168.92,-74.4,155.27,221449599.3,35,173.54
11214,248.22,2.61,115.54,-74.37,155.82,221420897.1,35,173.7
11215,195.55,2.58,62.07,-74.3,156.31,221392198.1,35,173.7
11216,142.89,2.55,8.53,-74.29,155.87,221363508.4,35,173.81
11217,90.24,2.51,315.21,-74.25,155.11,221334834.1,35,173.92
11218,37.58,2.48,261.69,-74.19,156.4,221306167.2,35,173.92
11219,344.92,2.44,208.21,-74.15,156.19,221277505,35,174.09
11220,292.26,2.41,154.73,-74.11,155.06,221248858.9,35,174.09
11221,239.61,2.37,101.41,-74.07,155.97,221220223.4,35,174.25
11222,186.95,2.34,47.91,-73.99,156.23,221191592.2,35,174.37
11223,134.29,2.3,354.44,-73.97,155.67,221162972.2,35,174.37
11224,81.64,2.27,301.12,-73.92,155.3,221134368.1,35,174.48
11225,28.98,2.23,247.63,-73.84,156.5,221105768.9,35,174.48
11226,336.32,2.2,194.18,-73.79,155.89,221077177.1,35,174.64
11227,283.67,2.16,140.73,-73.75,155.04,221048602.5,35,174.81
11228,231.02,2.13,87.44,-73.68,156.11,221020036.2,35,174.81
11229,178.35,2.09,33.95,-73.61,156.22,220991475.4,35,174.92
11230,125.7,2.06,340.55,-73.58,155.48,220962927.7,35,174.92
11231,73.05,2.02,287.2,-73.5,155.7,220934395.9,35,175.03
11232,20.39,1.99,233.75,-73.42,156.67,220905867.3,35,175.2
11233,327.73,1.95,180.32,-73.36,155.74,220877348.9,35,175.2
11234,275.08,1.92,126.93,-73.31,155.23,220848848,35,175.36
11235,222.43,1.88,73.64,-73.23,156.23,220820353.6,35,175.36
11236,169.76,1.85,20.16,-73.15,156.21,220791866.4,35,175.47
11237,117.11,1.81,326.84,-73.12,155.31,220763393.9,35,175.59
11237,117.11,1.81,326.84,-73.12,155.31,220763393.9,35,175.59
11238,64.46,1.78,273.47,-73.02,156.08,220734936.5,35,175.59
11239,11.8,1.74,220.06,-72.94,156.73,220706481.9,35,175.75
11240,319.14,1.71,166.65,-72.87,155.58,220678040.4,35,175.75
11241,266.5,1.67,113.31,-72.81,155.52,220649616,35,175.92
11242,213.84,1.64,60.03,-72.71,156.33,220621197.1,35,176.03
11243,161.18,1.6,6.57,-72.64,156.16,220592787.2,35,176.03
11244,108.53,1.57,313.32,-72.59,155.18,220564393.5,35,176.14
11245,55.88,1.53,259.94,-72.48,156.3,220536013.2,35,176.14
11246,3.22,1.49,206.58,-72.39,156.56,220507636.9,35,176.31
11247,310.57,1.46,153.2,-72.32,155.31,220479276.3,35,176.48
11248,257.92,1.42,99.92,-72.25,155.73,220450931.6,35,176.48
11249,205.26,1.39,46.63,-72.14,156.31,220422592.3,35,176.59
11250,152.61,1.35,353.22,-72.07,155.95,220394264,35,176.59
11251,99.96,1.32,300.02,-72,155.09,220365953,35,176.7
11252,47.31,1.28,246.66,-71.88,156.36,220337652.6,35,176.87
11253,354.65,1.25,193.33,-71.79,156.23,220309358.5,35,176.87
11254,302,1.21,139.99,-71.72,155.05,220281082.2,35,177.04
11255,249.36,1.18,86.77,-71.63,155.86,220252819.5,35,177.04
11256,196.7,1.14,33.47,-71.51,156.21,220224563.2,35,177.15
11257,144.05,1.11,340.12,-71.45,155.71,220196319.8,35,177.26
11258,91.41,1.07,286.94,-71.36,155.18,220168094.5,35,177.26
11259,38.76,1.04,233.61,-71.24,156.4,220139877,35,177.43
11260,346.1,1,180.31,-71.15,155.87,220111668.3,35,177.43
11261,293.46,0.97,127.01,-71.06,154.95,220083478.9,35,177.59
11262,240.81,0.93,73.84,-70.97,155.96,220055300.7,35,177.71
11263,188.16,0.9,20.53,-70.85,156.16,220027130,35,177.71
11264,135.51,0.86,327.25,-70.78,155.48,219998974,35,177.82
11265,82.87,0.82,274.07,-70.67,155.53,219970836.4,35,177.82
11266,30.21,0.79,220.77,-70.55,156.54,219942704.6,35,177.99
11267,337.56,0.75,167.5,-70.45,155.67,219914584.4,35,178.15
11268,284.92,0.72,114.24,-70.36,155.08,219886484,35,178.15
11269,232.27,0.68,61.1,-70.25,156.08,219858392.9,35,178.27
11270,179.62,0.65,7.79,-70.13,156.15,219830310.8,35,178.27
11271,126.97,0.61,314.58,-70.07,155.28,219802245.1,35,178.38
11272,74.33,0.58,261.38,-69.93,155.93,219774197.2,35,178.55
11273,21.67,0.54,208.12,-69.81,156.64,219746154.4,35,178.55
11274,329.02,0.51,154.86,-69.71,155.54,219718126.2,35,178.71
11275,276.38,0.47,101.66,-69.62,155.35,219690117.4,35,178.71
11276,223.73,0.43,48.52,-69.49,156.21,219662116.8,35,178.83
11277,171.08,0.4,355.22,-69.37,156.13,219634126.9,35,178.94
11278,118.43,0.36,302.08,-69.31,155.14,219606154.9,35,178.94
11279,65.79,0.33,248.87,-69.16,156.19,219578199.4,35,179.11
11280,13.14,0.29,195.65,-69.04,156.53,219550249.7,35,179.11
11281,320.49,0.26,142.42,-68.94,155.29,219522317.4,35,179.28
11282,267.85,0.22,89.25,-68.83,155.59,219494403.5,35,179.39
11283,215.21,0.19,36.11,-68.7,156.24,219466497.6,35,179.39
11284,162.55,0.15,342.85,-68.59,155.97,219438604.4,35,179.5
11285,109.91,0.11,289.76,-68.51,155.03,219410730.3,35,179.5
11286,57.27,0.08,236.56,-68.36,156.26,219382870.2,35,179.67
11287,4.62,0.04,183.36,-68.24,156.21,219355018,35,179.84
11288,311.98,0.01,130.17,-68.13,155.01,219327185.1,35,179.84
11289,259.34,-0.03,77.06,-68.03,155.7,219299368.9,35,179.95
11290,206.69,-0.06,23.91,-67.89,156.14,219271561.1,35,179.95
11291,154.05,-0.1,330.68,-67.78,155.7,219243767.9,35,180.07
11292,101.41,-0.14,277.62,-67.69,155.05,219215994.7,35,180.23
11293,48.77,-0.17,224.44,-67.53,156.27,219188232.5,35,180.23
11294,356.12,-0.21,171.27,-67.42,155.84,219160480.9,35,180.4
11295,303.48,-0.24,118.09,-67.3,154.84,219132750.3,35,180.4
11296,250.84,-0.28,65.03,-67.19,155.78,219105033.9,35,180.52
11297,198.19,-0.31,11.87,-67.04,156.06,219077327,35,180.63
11298,145.55,-0.35,318.69,-66.95,155.45,219049636.5,35,180.63
11299,92.92,-0.38,265.63,-66.83,155.32,219021966.7,35,180.8
11300,40.27,-0.42,212.47,-66.68,156.36,218994305.3,35,180.8
11301,347.62,-0.46,159.32,-66.56,155.57,218966657.1,35,180.97
11302,294.99,-0.49,106.18,-66.44,154.89,218939030.8,35,181.08
11303,242.35,-0.53,53.14,-66.32,155.89,218911416.8,35,181.08
11304,189.7,-0.56,359.97,-66.17,156.05,218883813.7,35,181.19
11305,137.06,-0.6,306.84,-66.09,155.23,218856228.5,35,181.19
11306,84.42,-0.64,253.77,-65.94,155.72,218828664,35,181.36
11307,31.78,-0.67,200.63,-65.79,156.49,218801106.8,35,181.53
11308,339.13,-0.71,147.5,-65.67,155.45,218773565.8,35,181.53
11309,286.5,-0.74,94.39,-65.56,155.14,218746046.5,35,181.65
11310,233.86,-0.78,41.36,-65.42,156.04,218718538.2,35,181.65
11311,181.21,-0.81,348.19,-65.28,156.05,218691042.5,35,181.76
11312,128.57,-0.85,295.12,-65.2,155.08,218663566.3,35,181.93
11313,75.94,-0.89,242.04,-65.03,156.03,218636109.7,35,181.93
11314,23.29,-0.92,188.92,-64.89,156.44,218608660.9,35,182.1
11315,330.65,-0.96,135.8,-64.77,155.25,218581231,35,182.1
11316,278.02,-0.99,82.73,-64.65,155.4,218553822.1,35,182.21
11317,225.37,-1.03,29.69,-64.5,156.12,218526423.6,35,182.33
11318,172.73,-1.06,336.53,-64.37,155.95,218499039.5,35,182.33
11319,120.09,-1.1,283.52,-64.28,154.95,218471676.2,35,182.5
11320,67.46,-1.14,230.43,-64.11,156.13,218444330.4,35,182.5
11321,14.81,-1.17,177.34,-63.97,156.16,218416994.3,35,182.67
11322,322.18,-1.21,124.24,-63.85,154.95,218389679.1,35,182.78
11323,269.55,-1.24,71.21,-63.73,155.51,218362383.7,35,182.78
11324,216.91,-1.28,18.16,-63.57,156.05,218335098.8,35,182.9
11325,164.27,-1.32,325.03,-63.45,155.68,218307830.2,35,182.9
11326,111.64,-1.35,272.05,-63.35,154.93,218280583.6,35,183.07
11327,59,-1.39,218.96,-63.18,156.14,218253351.6,35,183.24
11328,6.36,-1.42,165.89,-63.04,155.81,218226131.6,35,183.24
11329,313.73,-1.46,112.81,-62.92,154.75,218198934.4,35,183.35
11330,261.1,-1.5,59.81,-62.79,155.6,218171754.5,35,183.35
11331,208.46,-1.53,6.75,-62.63,155.97,218144586.2,35,183.46
11332,155.82,-1.57,313.65,-62.52,155.44,218117435.8,35,183.64
11333,103.19,-1.6,260.68,-62.4,155.11,218090308.4,35,183.64
11334,50.56,-1.64,207.61,-62.23,156.17,218063192.4,35,183.81
11335,357.92,-1.68,154.55,-62.09,155.48,218036091.3,35,183.81
11336,305.29,-1.71,101.49,-61.97,154.72,218009013.9,35,183.92
11337,252.66,-1.75,48.51,-61.83,155.68,217981952,35,184.03
11338,200.02,-1.78,355.44,-61.67,155.93,217954902.8,35,184.03
11339,147.38,-1.82,302.38,-61.58,155.19,217927873.2,35,184.21
11340,94.76,-1.86,249.4,-61.42,155.49,217900867,35,184.21
11341,42.12,-1.89,196.34,-61.26,156.31,217873870.6,35,184.38
11342,349.48,-1.93,143.29,-61.12,155.34,217846891.8,35,184.49
11343,296.85,-1.96,90.25,-60.99,154.91,217819936.9,35,184.49
11344,244.22,-2,37.29,-60.85,155.84,217792996,35,184.6
11345,191.58,-2.04,344.2,-60.7,155.96,217766069.5,35,184.6
11346,138.94,-2.07,291.19,-60.61,155.03,217739164,35,184.78
11347,86.32,-2.11,238.19,-60.43,155.85,217712281.4,35,184.95
11348,33.68,-2.14,185.15,-60.27,156.34,217685408.6,35,184.95
11349,341.05,-2.18,132.1,-60.14,155.21,217658556.3,35,185.06
11350,288.42,-2.22,79.1,-60.01,155.2,217631727.5,35,185.06
11351,235.79,-2.25,26.13,-59.86,156,217604911.7,35,185.18
11352,183.15,-2.29,333.05,-59.71,155.93,217578112,35,185.35
11353,130.52,-2.32,280.08,-59.62,154.91,217551334.9,35,185.35
11354,77.9,-2.36,227.07,-59.43,156.02,217524578.8,35,185.52
11355,25.26,-2.4,174.04,-59.28,156.14,217497834.1,35,185.63
11356,332.63,-2.43,121.02,-59.15,154.94,217471111.9,35,185.63
11357,280.01,-2.47,68.04,-59.02,155.36,217444412.3,35,185.75
11358,227.38,-2.5,15.06,-58.86,155.98,217417725.6,35,185.75
11359,174.74,-2.54,322,-58.72,155.71,217391056.8,35,185.92
11360,122.12,-2.58,269.06,-58.62,154.86,217364412,35,186.09
11361,69.5,-2.61,216.05,-58.44,156.05,217337785.1,35,186.09
11362,16.86,-2.65,163.04,-58.29,155.81,217311172,35,186.21
11363,324.24,-2.68,110.03,-58.15,154.72,217284583.2,35,186.21
11364,271.62,-2.72,57.07,-58.02,155.45,217258014.9,35,186.32
11365,218.98,-2.76,4.09,-57.86,155.92,217231460.3,35,186.5
11366,166.35,-2.79,311.04,-57.73,155.48,217204925.4,35,186.5
11367,113.74,-2.83,258.13,-57.61,154.95,217178415.3,35,186.67
11368,61.11,-2.87,205.12,-57.43,156.03,217151920.3,35,186.67
11369,8.48,-2.9,152.11,-57.29,155.45,217125441.7,35,186.78
11370,315.86,-2.94,99.12,-57.15,154.61,217098988.8,35,186.9
11371,263.23,-2.97,46.19,-57.01,155.52,217072554.4,35,186.9
11372,210.6,-3.01,353.18,-56.84,155.86,217046134.8,35,187.07
11373,157.98,-3.05,300.17,-56.74,155.22,217019736.3,35,187.07
11374,105.36,-3.08,247.25,-56.58,155.3,216993363.8,35,187.24
11375,52.73,-3.12,194.24,-56.41,156.16,216967003.9,35,187.36
11376,0.1,-3.15,141.25,-56.27,155.28,216940663.1,35,187.36
11377,307.49,-3.19,88.27,-56.13,154.73,216914348.5,35,187.47
11378,254.86,-3.23,35.35,-55.99,155.68,216888050.9,35,187.47
11379,202.23,-3.26,342.33,-55.82,155.89,216861769.6,35,187.65
11380,149.61,-3.3,289.36,-55.72,155.05,216835510.9,35,187.82
11381,96.99,-3.33,236.42,-55.54,155.71,216809277.9,35,187.82
11382,44.37,-3.37,183.42,-55.37,156.27,216783057.1,35,187.93
11383,351.74,-3.41,130.44,-55.23,155.21,216756858,35,187.93
11384,299.12,-3.44,77.48,-55.09,155.04,216730684.8,35,188.05
11385,246.5,-3.48,24.55,-54.94,155.9,216704527.5,35,188.22
11386,193.87,-3.52,331.53,-54.78,155.94,216678388.1,35,188.22
11387,141.25,-3.55,278.6,-54.69,154.95,216652272.8,35,188.4
11388,88.64,-3.59,225.65,-54.5,155.96,216626182,35,188.4
11389,36.01,-3.62,172.66,-54.34,156.17,216600104.5,35,188.51
11390,343.39,-3.66,119.69,-54.2,155.01,216574051,35,188.63
11391,290.78,-3.7,66.75,-54.06,155.26,216548022.8,35,188.63
11392,238.16,-3.73,13.82,-53.89,155.98,216522010.1,35,188.8
11393,185.53,-3.77,320.81,-53.75,155.8,216496016.8,35,188.8
11394,132.92,-3.81,267.91,-53.65,154.88,216470049.2,35,188.97
11395,80.31,-3.84,214.95,-53.46,156.02,216444103.3,35,189.09
11396,27.68,-3.88,161.98,-53.3,155.87,216418172.9,35,189.09
11397,335.07,-3.91,109.01,-53.16,154.77,216392268.2,35,189.2
11398,282.46,-3.95,56.1,-53.02,155.37,216366387.3,35,189.2
11399,229.84,-3.99,3.16,-52.86,155.94,216340522.3,35,189.38
11400,177.22,-4.02,310.17,-52.72,155.58,216314678.6,35,189.55
11401,124.61,-4.06,257.28,-52.61,154.92,216288861.6,35,189.55
11402,71.99,-4.09,204.32,-52.42,156.01,216263063.4,35,189.67
11403,19.37,-4.13,151.36,-52.26,155.54,216237283.3,35,189.67
11404,326.76,-4.17,98.41,-52.12,154.62,216211530.5,35,189.78
11405,274.15,-4.2,45.51,-51.98,155.45,216185799.2,35,189.96
11406,221.53,-4.24,352.56,-51.81,155.89,216160084.9,35,189.96
11407,168.92,-4.28,299.58,-51.69,155.36,216134393.3,35,190.13
11408,116.31,-4.31,246.7,-51.55,155.21,216108729.8,35,190.13
11409,63.69,-4.35,193.74,-51.36,156.1,216083081.8,35,190.25
11410,11.07,-4.38,140.79,-51.21,155.32,216057454.4,35,190.36
11411,318.47,-4.42,87.85,-51.07,154.68,216031855.1,35,190.36
11412,265.86,-4.46,34.96,-50.93,155.61,216006275.9,35,190.54
11413,213.24,-4.49,341.99,-50.75,155.93,215980714.9,35,190.54
11414,160.62,-4.53,289.05,-50.65,155.18,215955178.1,35,190.71
11415,108.02,-4.56,236.15,-50.47,155.64,215929669.7,35,190.83
11416,55.4,-4.6,183.2,-50.29,156.27,215904175.9,35,190.83
11417,2.79,-4.64,130.25,-50.15,155.28,215878705.2,35,190.95
11418,310.18,-4.67,77.33,-50.01,154.97,215853262.5,35,190.95
11419,257.57,-4.71,24.44,-49.85,155.87,215827838.8,35,191.12
11420,204.95,-4.75,331.46,-49.68,156.02,215802434.7,35,191.29
11421,152.34,-4.78,278.55,-49.59,155.1,215777056.4,35,191.29
11422,99.74,-4.82,225.64,-49.39,155.98,215751705.8,35,191.41
11423,47.12,-4.85,172.69,-49.23,156.28,215726370.3,35,191.41
11424,354.51,-4.89,119.76,-49.08,155.18,215701060.5,35,191.53
11425,301.91,-4.93,66.85,-48.94,155.25,215675778.5,35,191.7
11426,249.3,-4.96,13.95,-48.78,156.05,215650515,35,191.7
11427,196.69,-5,320.99,-48.62,156,215625272.6,35,191.88
11428,144.08,-5.04,268.11,-48.53,155.03,215600057.4,35,191.88
11429,91.48,-5.07,215.19,-48.33,156.09,215574867.7,35,191.99
11430,38.87,-5.11,162.25,-48.16,156.04,215549695.1,35,192.11
11431,346.27,-5.14,109.33,-48.02,154.95,215524549.9,35,192.11
11432,293.67,-5.18,56.44,-47.88,155.4,215499431.2,35,192.29
11433,241.06,-5.22,3.54,-47.71,156.06,215474331.1,35,192.29
11434,188.45,-5.25,310.58,-47.56,155.8,215449253.7,35,192.46
11435,135.85,-5.29,257.72,-47.46,155.08,215424205,35,192.58
11436,83.25,-5.32,204.8,-47.26,156.15,215399178.7,35,192.58
11437,30.65,-5.36,151.87,-47.1,155.8,215374171.9,35,192.69
11438,338.05,-5.4,98.96,-46.96,154.82,215349194.1,35,192.69
11439,285.45,-5.43,46.09,-46.81,155.55,215324241.2,35,192.87
11440,232.85,-5.47,353.17,-46.64,156.08,215299307.5,35,193.04
11441,180.24,-5.51,300.23,-46.51,155.68,215274398,35,193.04
11442,127.65,-5.54,247.38,-46.38,155.27,215249518.2,35,193.16
11443,75.05,-5.58,194.46,-46.19,156.2,215224657.7,35,193.16
11444,22.44,-5.61,141.54,-46.03,155.54,215199819,35,193.28
11445,329.85,-5.65,88.63,-45.89,154.8,215175010.5,35,193.45
11446,277.25,-5.69,35.77,-45.74,155.69,215150225.3,35,193.45
11447,224.65,-5.72,342.84,-45.56,156.12,215125460.1,35,193.63
11448,172.04,-5.76,289.92,-45.45,155.48,215100720.7,35,193.63
11449,119.46,-5.79,237.07,-45.28,155.68,215076012.1,35,193.75
11450,66.85,-5.83,184.15,-45.1,156.37,215051320.7,35,193.86
11451,14.25,-5.87,131.23,-44.95,155.47,215026653.6,35,193.86
11452,321.65,-5.9,78.34,-44.8,155.02,215002016.7,35,194.04
11453,269.06,-5.94,25.47,-44.65,155.94,214977402,35,194.04
11454,216.45,-5.98,332.54,-44.47,156.22,214952808.7,35,194.22
11455,163.85,-6.01,279.64,-44.38,155.41,214928242.8,35,194.33
11456,111.27,-6.05,226.77,-44.18,156.11,214903707.4,35,194.33
11457,58.66,-6.08,173.86,-44,156.52,214879189.3,35,194.45
11458,6.06,-6.12,120.95,-43.85,155.49,214854698,35,194.45
11459,313.48,-6.16,68.07,-43.71,155.39,214830236.7,35,194.63
11460,260.88,-6.19,15.2,-43.55,156.25,214805796.7,35,194.8
11461,208.28,-6.23,322.27,-43.38,156.34,214781379.5,35,194.8
11462,155.68,-6.26,269.4,-43.3,155.39,214756991.1,35,194.92
11463,103.1,-6.3,216.52,-43.08,156.35,214732631.8,35,194.92
11464,50.5,-6.34,163.61,-42.92,156.4,214708291.3,35,195.04
11465,357.91,-6.37,110.72,-42.77,155.33,214683979.5,35,195.21
11466,305.32,-6.41,57.85,-42.63,155.61,214659696.9,35,195.21
11467,252.73,-6.44,4.98,-42.46,156.36,214635435.5,35,195.39
11468,200.13,-6.48,312.05,-42.3,156.22,214611198.3,35,195.39
11469,147.54,-6.52,259.21,-42.21,155.43,214586991.4,35,195.51
11470,94.96,-6.55,206.32,-42,156.46,214562810.7,35,195.63
11471,42.36,-6.59,153.42,-41.83,156.22,214538650.7,35,195.63
11472,349.77,-6.62,100.53,-41.69,155.21,214514521,35,195.8
11473,297.19,-6.66,47.68,-41.55,155.81,214490419.2,35,195.8
11474,244.6,-6.7,354.8,-41.37,156.44,214466339,35,195.98
11475,192,-6.73,301.89,-41.23,156.13,214442284.6,35,196.1
11476,139.42,-6.77,249.06,-41.12,155.55,214418261.3,35,196.1
11477,86.83,-6.8,196.16,-40.92,156.49,214394261.6,35,196.22
11478,34.24,-6.84,143.27,-40.76,155.97,214370285.2,35,196.22
11479,341.66,-6.88,90.39,-40.61,155.15,214346340.3,35,196.39
11480,289.07,-6.91,37.55,-40.46,155.95,214322421.8,35,196.57
11481,236.48,-6.95,344.66,-40.28,156.48,214298525.4,35,196.57
11482,183.89,-6.98,291.76,-40.16,155.99,214274656.3,35,196.69
11483,131.32,-7.02,238.93,-40.01,155.9,214250820,35,196.69
11484,78.73,-7.06,186.03,-39.82,156.64,214227003.9,35,196.81
11485,26.13,-7.09,133.14,-39.66,155.85,214203213.6,35,196.98
11486,333.55,-7.13,80.28,-39.52,155.28,214179455.3,35,196.98
11487,280.97,-7.16,27.43,-39.36,156.18,214155722.5,35,197.16
11488,228.38,-7.2,334.53,-39.18,156.6,214132012.8,35,197.16
11489,175.79,-7.24,281.65,-39.08,155.91,214108331.9,35,197.28
11490,123.22,-7.27,228.81,-38.89,156.39,214084684.2,35,197.4
11491,70.62,-7.31,175.91,-38.7,156.89,214061055.9,35,197.4
11492,18.04,-7.34,123.03,-38.55,155.94,214037455.7,35,197.57
11493,325.46,-7.38,70.17,-38.41,155.68,214013887.6,35,197.57
11494,272.87,-7.42,17.33,-38.24,156.59,213990343.8,35,197.75
11495,220.28,-7.45,324.42,-38.07,156.8,213966824.5,35,197.87
11496,167.7,-7.49,271.56,-37.98,155.93,213943335.4,35,197.87
11497,115.13,-7.52,218.71,-37.77,156.75,213919878.9,35,197.99
11498,62.54,-7.56,165.82,-37.59,156.93,213896442.7,35,197.99
11499,9.96,-7.6,112.95,-37.45,155.91,213873036.7,35,198.17
11500,317.38,-7.63,60.11,-37.3,156,213849662.5,35,198.34
11501,264.8,-7.67,7.26,-37.13,156.83,213826312.2,35,198.34
11502,212.22,-7.7,314.36,-36.97,156.82,213802987.7,35,198.46
11503,159.64,-7.74,261.53,-36.88,155.98,213779695,35,198.46
11504,107.07,-7.77,208.67,-36.67,156.92,213756432.3,35,198.58
11505,54.48,-7.81,155.79,-36.5,156.79,213733192,35,198.76
11506,1.91,-7.85,102.92,-36.36,155.79,213709983.5,35,198.76
11507,309.34,-7.88,50.09,-36.21,156.23,213686805.7,35,198.94
11508,256.76,-7.92,357.24,-36.03,156.95,213663651.9,35,198.94
11509,204.18,-7.95,304.34,-35.89,156.74,213640525.4,35,199.06
11510,151.61,-7.99,251.53,-35.78,156.13,213617432,35,199.17
11511,99.04,-8.03,198.66,-35.57,157.07,213594366,35,199.17
11512,46.46,-8.06,145.79,-35.41,156.68,213571324.7,35,199.35
11513,353.89,-8.1,92.94,-35.26,155.8,213548316.4,35,199.35
11514,301.32,-8.13,40.11,-35.11,156.49,213525337.6,35,199.53
