Seconds from Periapsis,Areodetic Latitude,Longitude,True Local Solar Time,Solar Zenith Angle,AREODETIC ALTITUDE,99-SEC DENSITY,SIGMA 99-SEC DENSITY,1-SEC DENSITY,SIGMA 1-SEC DENSITY,SPACECRAFT MASS,BIAS NOISE 1-SIGMA
2,35.216,239.915,15.882,72.438,180.052,0.053,0.010,0.048,0.013,1136.067,0.012
3,35.152,239.938,15.884,72.426,180.035,0.052,0.010,0.044,0.013,1136.067,0.012
4,35.088,239.961,15.886,72.414,180.019,0.052,0.010,0.044,0.012,1136.067,0.012
5,35.025,239.984,15.888,72.403,180.006,0.052,0.010,0.044,0.012,1136.067,0.012
6,34.961,240.007,15.890,72.391,179.993,0.052,0.010,0.046,0.011,1136.067,0.012
7,34.897,240.030,15.891,72.380,179.983,0.052,0.010,0.053,0.011,1136.067,0.012
8,34.833,240.053,15.893,72.368,179.974,0.052,0.010,0.055,0.012,1136.067,0.012
9,34.769,240.076,15.895,72.357,179.966,0.053,0.010,0.055,0.012,1136.067,0.012
10,34.705,240.099,15.897,72.345,179.961,0.053,0.010,0.055,0.012,1136.067,0.012
11,34.642,240.122,15.899,72.334,179.956,0.054,0.010,0.053,0.012,1136.067,0.012
12,34.578,240.144,15.900,72.322,179.954,0.054,0.010,0.044,0.013,1136.067,0.012
13,34.514,240.167,15.902,72.311,179.952,0.054,0.010,0.041,0.013,1136.067,0.012
14,34.450,240.190,15.904,72.300,179.953,0.054,0.010,0.041,0.012,1136.067,0.012
15,34.386,240.212,15.906,72.288,179.955,0.054,0.010,0.041,0.012,1136.067,0.012
16,34.322,240.235,15.908,72.277,179.959,0.054,0.010,0.040,0.011,1136.067,0.012
17,34.258,240.258,15.909,72.266,179.964,0.054,0.010,0.039,0.011,1136.067,0.012
18,34.195,240.280,15.911,72.254,179.971,0.054,0.010,0.038,0.012,1136.067,0.012
19,34.131,240.303,15.913,72.243,179.979,0.053,0.010,0.038,0.013,1136.067,0.012
20,34.067,240.325,15.915,72.232,179.989,0.053,0.010,0.038,0.013,1136.067,0.012
21,34.003,240.347,15.916,72.221,180.001,0.052,0.010,0.041,0.013,1136.067,0.012
22,33.939,240.370,15.918,72.210,180.014,0.052,0.010,0.052,0.013,1136.067,0.012
23,33.875,240.392,15.920,72.198,180.028,0.052,0.010,0.056,0.013,1136.067,0.012
24,33.811,240.414,15.922,72.187,180.045,0.052,0.010,0.056,0.013,1136.067,0.012
25,33.747,240.437,15.923,72.176,180.063,0.052,0.010,0.056,0.012,1136.067,0.012
26,33.683,240.459,15.925,72.165,180.082,0.052,0.010,0.053,0.012,1136.067,0.012
27,33.619,240.481,15.927,72.154,180.103,0.052,0.010,0.044,0.012,1136.067,0.012
28,33.555,240.503,15.929,72.143,180.126,0.052,0.010,0.041,0.014,1136.067,0.012
29,33.491,240.525,15.930,72.132,180.150,0.052,0.010,0.041,0.015,1136.067,0.012
30,33.427,240.547,15.932,72.121,180.176,0.052,0.010,0.041,0.015,1136.067,0.012
31,33.364,240.569,15.934,72.110,180.203,0.052,0.010,0.046,0.016,1136.067,0.012
32,33.300,240.591,15.936,72.099,180.232,0.051,0.010,0.062,0.016,1136.067,0.012
33,33.236,240.613,15.937,72.088,180.263,0.051,0.010,0.067,0.016,1136.067,0.012
34,33.172,240.635,15.939,72.077,180.295,0.051,0.010,0.067,0.015,1136.067,0.012
35,33.108,240.657,15.941,72.067,180.328,0.051,0.010,0.067,0.013,1136.067,0.012
36,33.044,240.679,15.943,72.056,180.364,0.051,0.010,0.066,0.012,1136.067,0.012
37,32.980,240.700,15.944,72.045,180.401,0.050,0.010,0.061,0.011,1136.067,0.012
38,32.916,240.722,15.946,72.034,180.439,0.050,0.010,0.059,0.011,1136.067,0.012
39,32.852,240.744,15.948,72.023,180.479,0.050,0.010,0.059,0.011,1136.067,0.012
40,32.788,240.766,15.949,72.013,180.521,0.049,0.010,0.059,0.011,1136.067,0.012
41,32.724,240.787,15.951,72.002,180.564,0.049,0.010,0.061,0.011,1136.067,0.012
42,32.660,240.809,15.953,71.991,180.609,0.049,0.010,0.067,0.012,1136.067,0.012
43,32.596,240.830,15.955,71.981,180.655,0.049,0.010,0.070,0.013,1136.067,0.012
44,32.532,240.852,15.956,71.970,180.703,0.049,0.010,0.070,0.014,1136.067,0.012
45,32.467,240.873,15.958,71.959,180.753,0.049,0.010,0.069,0.015,1136.067,0.012
46,32.403,240.895,15.960,71.949,180.804,0.049,0.010,0.065,0.015,1136.067,0.012
47,32.339,240.916,15.961,71.938,180.857,0.049,0.010,0.049,0.016,1136.067,0.012
48,32.275,240.938,15.963,71.928,180.911,0.049,0.010,0.044,0.016,1136.067,0.012
49,32.211,240.959,15.965,71.917,180.967,0.049,0.010,0.044,0.015,1136.067,0.012
50,32.147,240.980,15.966,71.907,181.024,0.049,0.010,0.044,0.014,1136.067,0.012
51,32.083,241.001,15.968,71.896,181.083,0.049,0.010,0.044,0.012,1136.067,0.012
52,32.019,241.023,15.970,71.886,181.144,0.049,0.010,0.042,0.010,1136.067,0.012
53,31.955,241.044,15.971,71.876,181.206,0.049,0.010,0.042,0.010,1136.067,0.012
54,31.891,241.065,15.973,71.865,181.270,0.048,0.010,0.042,0.010,1136.067,0.012
55,31.827,241.086,15.975,71.855,181.336,0.048,0.010,0.042,0.010,1136.067,0.012
56,31.763,241.107,15.977,71.845,181.403,0.048,0.010,0.042,0.010,1136.067,0.012
57,31.699,241.128,15.978,71.834,181.471,0.048,0.010,0.044,0.012,1136.067,0.012
58,31.635,241.149,15.980,71.824,181.541,0.048,0.010,0.044,0.014,1136.067,0.012
59,31.571,241.170,15.982,71.814,181.613,0.048,0.010,0.044,0.016,1136.067,0.012
60,31.507,241.191,15.983,71.804,181.686,0.048,0.010,0.044,0.017,1136.067,0.012
61,31.442,241.212,15.985,71.793,181.761,0.048,0.010,0.039,0.017,1136.067,0.012
62,31.378,241.233,15.987,71.783,181.838,0.048,0.010,0.021,0.019,1136.067,0.012
63,31.314,241.254,15.988,71.773,181.916,0.048,0.010,0.015,0.023,1136.067,0.012
64,31.250,241.275,15.990,71.763,181.995,0.049,0.010,0.015,0.026,1136.067,0.012
65,31.186,241.295,15.991,71.753,182.077,0.049,0.010,0.015,0.028,1136.067,0.012
66,31.122,241.316,15.993,71.743,182.159,0.049,0.010,0.026,0.029,1136.067,0.012
67,31.058,241.337,15.995,71.733,182.244,0.049,0.010,0.064,0.029,1136.067,0.012
68,30.994,241.358,15.996,71.723,182.330,0.049,0.010,0.076,0.028,1136.067,0.012
69,30.930,241.378,15.998,71.713,182.417,0.048,0.010,0.076,0.027,1136.067,0.012
70,30.866,241.399,16.000,71.703,182.506,0.048,0.010,0.076,0.025,1136.067,0.012
71,30.801,241.419,16.001,71.693,182.597,0.048,0.010,0.068,0.022,1136.067,0.012
72,30.737,241.440,16.003,71.683,182.689,0.048,0.010,0.043,0.020,1136.067,0.012
73,30.673,241.460,16.005,71.673,182.783,0.047,0.010,0.034,0.020,1136.067,0.012
74,30.609,241.481,16.006,71.663,182.879,0.046,0.010,0.034,0.019,1136.067,0.012
75,30.545,241.501,16.008,71.653,182.976,0.045,0.010,0.034,0.017,1136.067,0.012
76,30.481,241.522,16.010,71.644,183.074,0.045,0.010,0.036,0.014,1136.067,0.012
77,30.417,241.542,16.011,71.634,183.175,0.044,0.010,0.045,0.013,1136.067,0.012
78,30.352,241.562,16.013,71.624,183.276,0.043,0.010,0.048,0.013,1136.067,0.012
79,30.288,241.583,16.014,71.614,183.380,0.043,0.010,0.048,0.013,1136.067,0.012
80,30.224,241.603,16.016,71.605,183.485,0.042,0.010,0.048,0.014,1136.067,0.012
81,30.160,241.623,16.018,71.595,183.591,0.042,0.010,0.044,0.013,1136.067,0.012
82,30.096,241.643,16.019,71.585,183.699,0.042,0.010,0.031,0.014,1136.067,0.012
83,30.032,241.663,16.021,71.576,183.809,0.042,0.010,0.027,0.016,1136.067,0.012
84,29.968,241.684,16.023,71.566,183.920,0.042,0.010,0.027,0.017,1136.067,0.012
85,29.904,241.704,16.024,71.557,184.033,0.042,0.010,0.027,0.018,1136.067,0.012
86,29.839,241.724,16.026,71.547,184.147,0.042,0.010,0.033,0.019,1136.067,0.012
87,29.775,241.744,16.027,71.538,184.263,0.042,0.010,0.054,0.019,1136.067,0.012
88,29.711,241.764,16.029,71.528,184.381,0.042,0.010,0.061,0.018,1136.067,0.012
89,29.647,241.784,16.031,71.519,184.500,0.041,0.010,0.061,0.017,1136.067,0.012
90,29.583,241.804,16.032,71.509,184.621,0.041,0.010,0.061,0.016,1136.067,0.012
91,29.519,241.824,16.034,71.500,184.743,0.040,0.010,0.058,0.014,1136.067,0.012
92,29.454,241.844,16.035,71.490,184.867,0.040,0.010,0.048,0.012,1136.067,0.012
93,29.390,241.863,16.037,71.481,184.993,0.040,0.010,0.044,0.012,1136.067,0.012
94,29.326,241.883,16.039,71.472,185.120,0.040,0.010,0.044,0.012,1136.067,0.012
95,29.262,241.903,16.040,71.462,185.248,0.039,0.010,0.044,0.011,1136.067,0.012
96,29.198,241.923,16.042,71.453,185.378,0.039,0.010,0.044,0.011,1136.067,0.012
97,29.134,241.942,16.043,71.444,185.510,0.039,0.010,0.044,0.010,1136.067,0.012
98,29.070,241.962,16.045,71.435,185.644,0.038,0.010,0.044,0.010,1136.067,0.012
99,29.005,241.982,16.046,71.426,185.779,0.038,0.010,0.044,0.010,1136.067,0.012
100,28.941,242.001,16.048,71.416,185.915,0.038,0.010,0.044,0.010,1136.067,0.012
101,28.877,242.021,16.050,71.407,186.053,0.038,0.010,0.045,0.010,1136.067,0.012
102,28.813,242.041,16.051,71.398,186.193,0.038,0.010,0.046,0.010,1136.067,0.012
103,28.749,242.060,16.053,71.389,186.334,0.037,0.010,0.046,0.010,1136.067,0.012
104,28.685,242.080,16.054,71.380,186.477,0.036,0.010,0.046,0.010,1136.067,0.012
105,28.620,242.099,16.056,71.371,186.621,0.036,0.010,0.046,0.010,1136.067,0.012
106,28.556,242.119,16.057,71.362,186.767,0.035,0.010,0.045,0.010,1136.067,0.012
107,28.492,242.138,16.059,71.353,186.915,0.035,0.010,0.040,0.013,1136.067,0.012
108,28.428,242.157,16.061,71.344,187.064,0.034,0.010,0.039,0.016,1136.067,0.012
109,28.364,242.177,16.062,71.335,187.214,0.034,0.010,0.039,0.018,1136.067,0.012
110,28.300,242.196,16.064,71.326,187.367,0.033,0.010,0.039,0.018,1136.067,0.012
111,28.236,242.215,16.065,71.317,187.521,0.033,0.010,0.033,0.018,1136.067,0.012
112,28.171,242.235,16.067,71.309,187.676,0.032,0.010,0.012,0.018,1136.067,0.012
113,28.107,242.254,16.068,71.300,187.833,0.031,0.010,0.004,0.017,1136.067,0.012
114,28.043,242.273,16.070,71.291,187.991,0.030,0.010,0.004,0.016,1136.067,0.012
115,27.979,242.292,16.071,71.282,188.152,0.029,0.010,0.004,0.014,1136.067,0.012
116,27.915,242.311,16.073,71.273,188.313,0.028,0.010,0.005,0.013,1136.067,0.012
117,27.851,242.330,16.075,71.265,188.477,0.027,0.010,0.008,0.016,1136.067,0.012
118,27.786,242.350,16.076,71.256,188.641,0.027,0.010,0.010,0.021,1136.067,0.012
119,27.722,242.369,16.078,71.247,188.808,0.027,0.010,0.010,0.024,1136.067,0.012
120,27.658,242.388,16.079,71.239,188.976,0.027,0.010,0.010,0.025,1136.067,0.012
121,27.594,242.407,16.081,71.230,189.145,0.027,0.010,0.018,0.025,1136.067,0.012
122,27.530,242.426,16.082,71.222,189.316,0.026,0.010,0.045,0.024,1136.067,0.012
123,27.466,242.444,16.084,71.213,189.489,0.026,0.010,0.055,0.023,1136.067,0.012
124,27.402,242.463,16.085,71.205,189.663,0.025,0.010,0.055,0.021,1136.067,0.012
125,27.338,242.482,16.087,71.196,189.839,0.024,0.010,0.055,0.020,1136.067,0.012
126,27.273,242.501,16.088,71.188,190.017,0.024,0.010,0.049,0.019,1136.067,0.012
127,27.209,242.520,16.090,71.179,190.195,0.023,0.010,0.029,0.021,1136.067,0.012
128,27.145,242.539,16.091,71.171,190.376,0.023,0.010,0.022,0.023,1136.067,0.012
129,27.081,242.558,16.093,71.162,190.558,0.023,0.010,0.022,0.024,1136.067,0.012
130,27.017,242.576,16.094,71.154,190.742,0.023,0.010,0.022,0.023,1136.067,0.012
131,26.953,242.595,16.096,71.146,190.927,0.023,0.010,0.017,0.020,1136.067,0.012
132,26.889,242.614,16.098,71.137,191.114,0.023,0.010,-0.001,0.017,1136.067,0.012
133,26.824,242.632,16.099,71.129,191.302,0.022,0.010,-0.007,0.017,1136.067,0.012
134,26.760,242.651,16.101,71.121,191.492,0.021,0.010,-0.007,0.018,1136.067,0.012
135,26.696,242.670,16.102,71.113,191.684,0.021,0.010,-0.007,0.019,1136.067,0.012
136,26.632,242.688,16.104,71.104,191.877,0.020,0.010,-0.000,0.020,1136.067,0.012
137,26.568,242.707,16.105,71.096,192.071,0.020,0.010,0.021,0.021,1136.067,0.012
138,26.504,242.725,16.107,71.088,192.267,0.019,0.010,0.029,0.021,1136.067,0.012
139,26.440,242.744,16.108,71.080,192.465,0.019,0.010,0.029,0.020,1136.067,0.012
140,26.376,242.762,16.110,71.072,192.664,0.019,0.010,0.029,0.018,1136.067,0.012
141,26.312,242.781,16.111,71.064,192.865,0.019,0.010,0.030,0.014,1136.067,0.012
142,26.248,242.799,16.113,71.056,193.068,0.019,0.010,0.033,0.013,1136.067,0.012
143,26.183,242.817,16.114,71.048,193.272,0.019,0.010,0.034,0.015,1136.067,0.012
144,26.119,242.836,16.116,71.040,193.477,0.019,0.010,0.034,0.017,1136.067,0.012
145,26.055,242.854,16.117,71.032,193.684,0.019,0.010,0.034,0.018,1136.067,0.012
146,25.991,242.872,16.119,71.024,193.893,0.020,0.010,0.028,0.018,1136.067,0.012
147,25.927,242.891,16.120,71.016,194.103,0.020,0.010,0.008,0.018,1136.067,0.012
148,25.863,242.909,16.122,71.008,194.315,0.019,0.010,0.002,0.018,1136.067,0.012
149,25.799,242.927,16.123,71.000,194.529,0.019,0.010,0.002,0.017,1136.067,0.012
150,25.735,242.945,16.125,70.993,194.743,0.019,0.010,0.002,0.017,1136.067,0.012
151,25.671,242.963,16.126,70.985,194.960,0.019,0.010,0.007,0.016,1136.067,0.012
152,25.607,242.982,16.127,70.977,195.178,0.019,0.010,0.023,0.016,1136.067,0.012
153,25.543,243.000,16.129,70.969,195.398,0.019,0.010,0.029,0.016,1136.067,0.012
154,25.479,243.018,16.130,70.962,195.619,0.019,0.010,0.029,0.015,1136.067,0.012
155,25.415,243.036,16.132,70.954,195.841,0.019,0.010,0.029,0.014,1136.067,0.012
156,25.351,243.054,16.133,70.946,196.066,0.019,0.010,0.027,0.012,1136.067,0.012
157,25.286,243.072,16.135,70.939,196.292,0.019,0.010,0.019,0.011,1136.067,0.012
158,25.222,243.090,16.136,70.931,196.519,0.018,0.010,0.016,0.011,1136.067,0.012
159,25.158,243.108,16.138,70.923,196.748,0.018,0.010,0.016,0.011,1136.067,0.012
160,25.094,243.126,16.139,70.916,196.978,0.018,0.010,0.016,0.011,1136.067,0.012
161,25.030,243.144,16.141,70.908,197.210,0.018,0.010,0.017,0.011,1136.067,0.012
162,24.966,243.162,16.142,70.901,197.444,0.018,0.010,0.019,0.010,1136.067,0.012
163,24.902,243.179,16.144,70.893,197.679,0.017,0.010,0.020,0.010,1136.067,0.012
164,24.838,243.197,16.145,70.886,197.916,0.017,0.010,0.020,0.010,1136.067,0.012
165,24.774,243.215,16.147,70.879,198.154,0.016,0.010,0.020,0.010,1136.067,0.012
166,24.710,243.233,16.148,70.871,198.394,0.016,0.010,0.020,0.010,1136.067,0.012
167,24.646,243.251,16.149,70.864,198.635,0.015,0.010,0.020,0.011,1136.067,0.012
168,24.582,243.268,16.151,70.857,198.878,0.015,0.010,0.020,0.011,1136.067,0.012
169,24.518,243.286,16.152,70.849,199.123,0.015,0.010,0.020,0.011,1136.067,0.012
170,24.454,243.304,16.154,70.842,199.369,0.015,0.010,0.020,0.011,1136.067,0.012
171,24.390,243.321,16.155,70.835,199.616,0.014,0.010,0.022,0.011,1136.067,0.012
172,24.326,243.339,16.157,70.828,199.865,0.015,0.010,0.028,0.013,1136.067,0.012
173,24.262,243.357,16.158,70.820,200.116,0.015,0.010,0.031,0.016,1136.067,0.012
174,24.198,243.374,16.160,70.813,200.368,0.015,0.010,0.031,0.018,1136.067,0.012
175,24.134,243.392,16.161,70.806,200.622,0.016,0.010,0.031,0.019,1136.067,0.012
176,24.070,243.409,16.162,70.799,200.877,0.016,0.010,0.024,0.020,1136.067,0.012
177,24.007,243.427,16.164,70.792,201.134,0.016,0.010,0.003,0.019,1136.067,0.012
178,23.943,243.444,16.165,70.785,201.393,0.017,0.010,-0.005,0.019,1136.067,0.012
179,23.879,243.462,16.167,70.778,201.653,0.017,0.010,-0.005,0.018,1136.067,0.012
180,23.815,243.479,16.168,70.771,201.914,0.017,0.010,-0.005,0.017,1136.067,0.012
181,23.751,243.497,16.170,70.764,202.177,0.017,0.010,-0.001,0.015,1136.067,0.012
182,23.687,243.514,16.171,70.757,202.442,0.017,0.010,0.013,0.015,1136.067,0.012
183,23.623,243.531,16.173,70.750,202.708,0.016,0.010,0.018,0.015,1136.067,0.012
184,23.559,243.549,16.174,70.743,202.975,0.016,0.010,0.018,0.015,1136.067,0.012
185,23.495,243.566,16.175,70.736,203.245,0.016,0.010,0.018,0.014,1136.067,0.012
186,23.431,243.583,16.177,70.730,203.515,0.016,0.010,0.019,0.012,1136.067,0.012
187,23.367,243.601,16.178,70.723,203.788,0.016,0.010,0.021,0.012,1136.067,0.012
188,23.303,243.618,16.180,70.716,204.062,0.015,0.010,0.021,0.014,1136.067,0.012
189,23.240,243.635,16.181,70.709,204.337,0.015,0.010,0.021,0.016,1136.067,0.012
190,23.176,243.652,16.182,70.703,204.614,0.015,0.010,0.021,0.017,1136.067,0.012
191,23.112,243.669,16.184,70.696,204.892,0.014,0.010,0.015,0.017,1136.067,0.012
192,23.048,243.687,16.185,70.689,205.172,0.014,0.010,-0.004,0.017,1136.067,0.012
193,22.984,243.704,16.187,70.683,205.454,0.014,0.010,-0.010,0.017,1136.067,0.012
194,22.920,243.721,16.188,70.676,205.737,0.014,0.010,-0.010,0.017,1136.067,0.012
195,22.856,243.738,16.190,70.669,206.022,0.014,0.010,-0.010,0.016,1136.067,0.012
196,22.793,243.755,16.191,70.663,206.308,0.014,0.010,-0.006,0.016,1136.067,0.012
197,22.729,243.772,16.192,70.656,206.595,0.014,0.010,0.010,0.016,1136.067,0.012
198,22.665,243.789,16.194,70.650,206.885,0.013,0.010,0.015,0.016,1136.067,0.012
199,22.601,243.806,16.195,70.643,207.175,0.013,0.010,0.015,0.016,1136.067,0.012
200,22.537,243.823,16.197,70.637,207.468,0.012,0.010,0.015,0.014,1136.067,0.012
201,22.473,243.840,16.198,70.631,207.761,0.012,0.010,0.015,0.012,1136.067,0.012
202,22.410,243.857,16.199,70.624,208.057,0.011,0.010,0.016,0.011,1136.067,0.012
203,22.346,243.874,16.201,70.618,208.354,0.011,0.010,0.016,0.011,1136.067,0.012
204,22.282,243.891,16.202,70.612,208.652,0.011,0.010,0.016,0.011,1136.067,0.012
205,22.218,243.908,16.204,70.605,208.952,0.011,0.010,0.016,0.011,1136.067,0.012
206,22.155,243.924,16.205,70.599,209.253,0.011,0.010,0.017,0.011,1136.067,0.012
207,22.091,243.941,16.206,70.593,209.556,0.011,0.010,0.022,0.011,1136.067,0.012
208,22.027,243.958,16.208,70.587,209.861,0.010,0.010,0.024,0.011,1136.067,0.012
209,21.963,243.975,16.209,70.580,210.167,0.010,0.010,0.024,0.011,1136.067,0.012
210,21.900,243.991,16.210,70.574,210.475,0.010,0.010,0.024,0.011,1136.067,0.012
211,21.836,244.008,16.212,70.568,210.784,0.009,0.010,0.024,0.010,1136.067,0.012
212,21.772,244.025,16.213,70.562,211.094,0.009,0.010,0.023,0.011,1136.067,0.012
213,21.708,244.042,16.215,70.556,211.407,0.009,0.010,0.023,0.012,1136.067,0.012
214,21.645,244.058,16.216,70.550,211.720,0.009,0.010,0.023,0.013,1136.067,0.012
215,21.581,244.075,16.217,70.544,212.036,0.009,0.010,0.023,0.013,1136.067,0.012
216,21.517,244.092,16.219,70.538,212.352,0.009,0.010,0.020,0.013,1136.067,0.012
217,21.454,244.108,16.220,70.532,212.671,0.009,0.010,0.009,0.013,1136.067,0.012
218,21.390,244.125,16.222,70.526,212.990,0.009,0.010,0.006,0.013,1136.067,0.012
219,21.326,244.141,16.223,70.520,213.312,0.009,0.010,0.005,0.012,1136.067,0.012
220,21.263,244.158,16.224,70.514,213.634,0.009,0.010,0.005,0.012,1136.067,0.012
221,21.199,244.174,16.226,70.508,213.959,0.009,0.010,0.006,0.011,1136.067,0.012
222,21.135,244.191,16.227,70.502,214.285,0.010,0.010,0.008,0.010,1136.067,0.012
223,21.072,244.207,16.228,70.497,214.612,0.010,0.010,0.009,0.010,1136.067,0.012
224,21.008,244.224,16.230,70.491,214.941,0.010,0.010,0.009,0.010,1136.067,0.012
225,20.944,244.240,16.231,70.485,215.271,0.010,0.010,0.009,0.010,1136.067,0.012
226,20.881,244.256,16.232,70.479,215.603,0.010,0.010,0.008,0.010,1136.067,0.012
227,20.817,244.273,16.234,70.474,215.937,0.010,0.010,0.005,0.012,1136.067,0.012
228,20.754,244.289,16.235,70.468,216.272,0.010,0.010,0.003,0.013,1136.067,0.012
229,20.690,244.306,16.237,70.462,216.608,0.010,0.010,0.003,0.014,1136.067,0.012
230,20.627,244.322,16.238,70.457,216.946,0.010,0.010,0.003,0.014,1136.067,0.012
231,20.563,244.338,16.239,70.451,217.286,0.010,0.010,-0.000,0.014,1136.067,0.012
232,20.499,244.354,16.241,70.446,217.627,0.010,0.010,-0.012,0.014,1136.067,0.012
233,20.436,244.371,16.242,70.440,217.969,0.010,0.010,-0.016,0.015,1136.067,0.012
234,20.372,244.387,16.243,70.435,218.314,0.009,0.010,-0.016,0.016,1136.067,0.012
235,20.309,244.403,16.245,70.429,218.659,0.009,0.010,-0.016,0.017,1136.067,0.012
236,20.245,244.419,16.246,70.424,219.006,0.009,0.010,-0.011,0.017,1136.067,0.012
237,20.182,244.436,16.247,70.418,219.355,0.008,0.010,0.008,0.018,1136.067,0.012
238,20.118,244.452,16.249,70.413,219.705,0.008,0.010,0.014,0.017,1136.067,0.012
239,20.055,244.468,16.250,70.408,220.057,0.008,0.010,0.014,0.016,1136.067,0.012
240,19.991,244.484,16.251,70.402,220.410,0.008,0.010,0.014,0.015,1136.067,0.012
241,19.928,244.500,16.253,70.397,220.764,0.008,0.010,0.013,0.012,1136.067,0.012
242,19.864,244.516,16.254,70.392,221.120,0.008,0.010,0.010,0.010,1136.067,0.012
243,19.801,244.532,16.255,70.387,221.478,0.007,0.010,0.009,0.010,1136.067,0.012
244,19.737,244.548,16.257,70.381,221.837,0.007,0.010,0.009,0.010,1136.067,0.012
245,19.674,244.564,16.258,70.376,222.198,0.006,0.010,0.008,0.010,1136.067,0.012
246,19.611,244.580,16.259,70.371,222.560,0.006,0.010,0.008,0.010,1136.067,0.012
247,19.547,244.596,16.261,70.366,222.924,0.005,0.010,0.006,0.010,1136.067,0.012
248,19.484,244.612,16.262,70.361,223.289,0.005,0.010,0.006,0.010,1136.067,0.012
249,19.420,244.628,16.263,70.356,223.656,0.005,0.010,0.006,0.011,1136.067,0.012
250,19.357,244.644,16.265,70.351,224.024,0.004,0.010,0.006,0.011,1136.067,0.012
251,19.294,244.660,16.266,70.346,224.393,0.004,0.010,0.007,0.011,1136.067,0.012
252,19.230,244.676,16.267,70.341,224.765,0.004,0.010,0.012,0.011,1136.067,0.012
253,19.167,244.692,16.269,70.336,225.137,0.003,0.010,0.013,0.011,1136.067,0.012
254,19.104,244.708,16.270,70.331,225.511,0.003,0.010,0.013,0.011,1136.067,0.012
255,19.040,244.723,16.271,70.326,225.887,0.002,0.010,0.013,0.011,1136.067,0.012
256,18.977,244.739,16.273,70.321,226.264,0.002,0.010,0.014,0.011,1136.067,0.012
257,18.914,244.755,16.274,70.316,226.643,0.001,0.010,0.015,0.010,1136.067,0.012
258,18.850,244.771,16.275,70.311,227.023,0.001,0.010,0.016,0.010,1136.067,0.012
259,18.787,244.786,16.277,70.306,227.405,0.001,0.010,0.016,0.011,1136.067,0.012
260,18.724,244.802,16.278,70.302,227.788,0.002,0.010,0.016,0.011,1136.067,0.012
261,18.661,244.818,16.279,70.297,228.172,0.002,0.010,0.015,0.011,1136.067,0.012
262,18.597,244.834,16.281,70.292,228.558,0.002,0.010,0.010,0.012,1136.067,0.012
263,18.534,244.849,16.282,70.288,228.946,0.002,0.010,0.008,0.014,1136.067,0.012
264,18.471,244.865,16.283,70.283,229.335,0.002,0.010,0.008,0.014,1136.067,0.012
265,18.408,244.880,16.285,70.278,229.726,0.002,0.010,0.008,0.015,1136.067,0.012
266,18.344,244.896,16.286,70.274,230.118,0.003,0.010,0.005,0.014,1136.067,0.012
267,18.281,244.912,16.287,70.269,230.511,0.003,0.010,-0.006,0.013,1136.067,0.012
268,18.218,244.927,16.289,70.265,230.906,0.003,0.010,-0.010,0.013,1136.067,0.012
269,18.155,244.943,16.290,70.260,231.303,0.003,0.010,-0.010,0.013,1136.067,0.012
270,18.092,244.958,16.291,70.256,231.701,0.003,0.010,-0.010,0.013,1136.067,0.012
271,18.029,244.974,16.293,70.251,232.100,0.003,0.010,-0.008,0.012,1136.067,0.012
272,17.965,244.989,16.294,70.247,232.501,0.003,0.010,0.002,0.013,1136.067,0.012
273,17.902,245.005,16.295,70.242,232.904,0.003,0.010,0.006,0.014,1136.067,0.012
274,17.839,245.020,16.296,70.238,233.308,0.003,0.010,0.006,0.016,1136.067,0.012
275,17.776,245.036,16.298,70.233,233.713,0.003,0.010,0.006,0.016,1136.067,0.012
276,17.713,245.051,16.299,70.229,234.120,0.003,0.010,0.000,0.017,1136.067,0.012
277,17.650,245.067,16.300,70.225,234.529,0.003,0.010,-0.019,0.017,1136.067,0.012
278,17.587,245.082,16.302,70.221,234.938,0.003,0.010,-0.025,0.018,1136.067,0.012
279,17.524,245.097,16.303,70.216,235.350,0.003,0.010,-0.025,0.018,1136.067,0.012
280,17.461,245.113,16.304,70.212,235.763,0.002,0.010,-0.025,0.019,1136.067,0.012
281,17.398,245.128,16.305,70.208,236.177,0.002,0.010,-0.019,0.019,1136.067,0.012
282,17.335,245.143,16.307,70.204,236.593,0.002,0.010,0.002,0.019,1136.067,0.012
283,17.272,245.159,16.308,70.200,237.010,0.002,0.010,0.010,0.019,1136.067,0.012
284,17.209,245.174,16.309,70.195,237.429,0.001,0.010,0.010,0.018,1136.067,0.012
285,17.146,245.189,16.311,70.191,237.849,0.001,0.010,0.010,0.016,1136.067,0.012
286,17.083,245.205,16.312,70.187,238.270,0.001,0.010,0.008,0.013,1136.067,0.012
287,17.020,245.220,16.313,70.183,238.694,0.000,0.010,0.003,0.011,1136.067,0.012
288,16.957,245.235,16.315,70.179,239.118,0.000,0.010,0.001,0.011,1136.067,0.012
289,16.894,245.250,16.316,70.175,239.544,0.000,0.010,0.001,0.011,1136.067,0.012
290,16.831,245.265,16.317,70.171,239.972,0.000,0.010,0.001,0.011,1136.067,0.012
291,16.768,245.281,16.318,70.167,240.401,-0.000,0.010,-0.000,0.011,1136.067,0.012
292,16.705,245.296,16.320,70.164,240.831,-0.000,0.010,-0.005,0.011,1136.067,0.012
293,16.642,245.311,16.321,70.160,241.263,-0.001,0.010,-0.007,0.011,1136.067,0.012
294,16.579,245.326,16.322,70.156,241.697,-0.001,0.010,-0.007,0.011,1136.067,0.012
